PCA1,PCA2,PCA3,Price
0.413471447,0.218773498,0.202786243,2.35
0.232362935,0.224151319,0.174147748,2.38
0.131581556,0.007305438,0.232301721,2.35
-0.017503882,-0.388934802,0.394053346,2.34
-0.170055776,-0.242422188,0.491933246,2.45
-0.155664782,0.037453145,0.54784262,2.45
-0.192600659,0.100439065,0.537865938,2.04
-0.271813091,-0.003287117,0.459564971,1.77
-0.196010377,-0.037803127,0.508190154,1.52
-0.021275385,-0.093464121,0.30146004,1.39
0.395792393,0.129940618,0.169880971,1.47
0.418445009,0.299824764,0.151338156,1.54
0.234382165,0.200420221,0.212902115,1.53
0.432065201,0.028517486,0.194241325,1.45
0.286239209,-0.310034099,0.267442699,1.51
-0.004209844,-0.339476658,0.414346245,1.56
-0.199821311,-0.210730896,0.516029218,1.72
-0.162501527,0.039848915,0.556939747,1.75
-0.160792986,0.148666846,0.453998701,1.66
-0.205307441,0.052942647,0.533669786,1.53
-0.201020746,-0.003679609,0.573550799,1.53
0.048920589,-0.32369099,0.426293542,1.6
0.226277813,-0.212096709,0.290409483,1.68
0.206778652,0.138453208,0.222588728,1.8
0.513825795,0.232121771,0.15912899,1.81
0.503307077,0.221409034,0.19507956,1.9
0.338593523,-0.214054968,0.234832782,1.91
0.018211087,-0.31080172,0.322250711,1.94
-0.020809113,-0.051572441,0.339497406,2.03
0.045973086,0.106277651,0.222870721,2.51
-0.242201804,0.093197657,0.472802388,2.77
-0.224093289,0.100705264,0.569765035,2.68
-0.270398339,-0.154481472,0.479888134,2.63
0.086294375,-0.292673656,0.355805438,2.57
0.247954386,-0.112802836,0.207237853,2.55
0.449876259,0.085943767,0.212343328,2.53
0.48572674,0.094602959,0.206178199,2.62
0.358011671,0.289216746,0.171870182,2.68
0.400493171,-0.062889559,0.159227567,2.67
0.007721606,-0.443757564,0.282004824,2.63
-0.116770492,-0.332308055,0.443901806,2.68
-0.195625062,0.032361792,0.598626914,2.58
-0.263418148,0.088848784,0.385369033,2.56
-0.168058874,0.150572932,0.476328737,2.31
-0.186897344,-0.093475792,0.410498454,2.34
0.018676843,-0.190316663,0.360791351,2.25
0.29654531,-0.171560311,0.252393483,2.28
0.434876853,0.222828014,0.163218112,2.33
0.101574565,-0.018216935,0.312357896,2.31
0.419295708,0.00716532,0.215458659,2.34
0.1502766,-0.084391525,0.252078219,2.44
0.085416112,-0.370437025,0.264564354,2.61
-0.172472901,-0.298941647,0.447574488,2.71
-0.30168294,-0.02562025,0.465172077,2.74
-0.189753381,0.124406964,0.546527997,2.71
-0.194136621,0.19361834,0.458969309,2.55
-0.283350325,0.049980207,0.342579948,2.37
-0.098304745,-0.30153816,0.342466057,2.26
0.260722627,-0.181370676,0.215253908,2.22
0.511828894,0.248829679,0.163309115,2.29
0.367962706,0.299895161,0.19328163,2.33
0.47619366,0.134131462,0.171642946,2.39
0.116582556,-0.335513062,0.279448186,2.47
-0.052613462,-0.39591998,0.448339331,2.52
-0.234497885,-0.011761896,0.432964196,2.48
-0.123328005,0.111555916,0.504845362,2.4
-0.131199536,0.114436977,0.524625134,2.37
-0.268630273,0.153472881,0.495004582,2.48
-0.175305853,-0.071592789,0.527599838,2.39
-0.043017221,-0.393373464,0.339383933,2.42
0.304254395,-0.00081166,0.228929756,2.38
0.167297833,0.140868452,0.220880442,2.44
0.416106198,0.259182378,0.192149487,2.48
0.459164261,0.119163164,0.140958839,2.58
0.228992801,-0.16199862,0.264973146,2.63
0.020499419,-0.377203869,0.317629929,2.56
-0.019145115,-0.155419619,0.37165551,2.55
-0.139875089,-0.030671231,0.521411974,2.53
-0.330758222,0.205671998,0.230227777,2.35
-0.340001647,0.148369533,0.303546823,2.2
-0.241042128,-0.09944015,0.337034054,2.16
-0.002735799,-0.302134018,0.24258969,2
0.276813628,0.064864964,0.111580361,2.01
0.568071936,0.236599593,0.082347655,2.06
0.516377779,0.23047345,0.12872586,2.08
0.521678342,0.22343593,0.151191152,2.05
0.359822946,0.024731065,0.15809544,2.15
0.033172765,-0.135390629,0.304713748,2.22
-0.236596567,-0.250279723,0.525728693,2.21
-0.314862,-0.051746545,0.442232263,2.11
-0.297644198,0.220964394,0.330646056,2.23
-0.285706638,0.249202715,0.281442753,2.26
0.05487179,0.11388865,0.197230305,2.23
-0.007372612,-0.25708317,0.36076798,2.31
0.393000732,-0.030380368,0.158833402,2.44
0.491314237,0.196573731,0.161782668,2.69
0.387557537,0.344668708,0.18175223,2.71
0.055665727,0.114021715,0.196194621,2.86
0.243864381,-0.307936187,0.249065983,2.82
0.042666969,0.010575679,0.239747238,2.75
0.021537534,0.06777594,0.249801896,2.67
-0.323544613,0.017395203,0.419711666,2.71
-0.393201257,0.182539489,0.352896459,2.31
-0.337559979,0.198107492,0.399295427,2.17
-0.266202747,0.068164453,0.40658979,2.18
-0.061380251,-0.23116074,0.401093003,2.03
0.143066069,-0.283064657,0.374872987,2
0.384411923,0.192959098,0.159915938,2.17
0.404959375,0.244638124,0.186771453,2.2
0.357202817,0.051141385,0.26617621,2.26
0.242366666,-0.243713947,0.291404843,2.32
0.015896281,-0.362390824,0.367059992,2.43
-0.18088321,-0.099336387,0.451748527,2.47
-0.321271244,0.044696296,0.39577198,2.61
-0.443621866,0.111813362,0.304219831,2.74
-0.32361786,0.344213178,0.18964886,2.66
-0.172165755,-0.101855398,0.323304259,2.71
-0.102247906,-0.389784292,0.226841199,2.86
0.456607746,-0.013002083,0.118480011,3
0.536802487,0.184351584,0.072266314,3.09
0.447105153,0.266363444,0.11750307,3.14
0.517856759,0.125298013,0.075897019,3.53
0.430143696,-0.158763497,0.098327086,3.73
0.035668216,-0.498480556,0.214925784,4.09
-0.216341322,-0.138941852,0.201845639,4.45
-0.427790683,0.153209186,0.226604547,4.42
-0.244350669,-0.066506198,0.071072208,4.7
-0.41016949,0.311969103,-0.036647534,4.51
-0.369601748,0.100666243,-0.16195977,3.5
0.086605969,-0.317998425,-0.069418058,2.94
0.458861371,-0.0634004,-0.143211025,2.73
0.628778903,0.275337797,-0.101587236,2.78
0.586312296,0.212622545,-0.044482479,2.77
0.585552534,0.263283535,-0.11990344,2.72
0.253391604,-0.356973548,-0.017712836,2.87
0.093672638,-0.49625665,0.038954933,2.9
-0.171885773,-0.54744149,-0.00375717,2.8
-0.558567024,0.150391917,-0.119092946,2.64
-0.568074951,0.274716357,-0.12539289,2.49
-0.566435343,0.307876166,-0.175466356,2.65
-0.462956729,-0.035359848,-0.20398797,2.68
-0.026495456,-0.271377469,-0.055076423,2.64
0.373909542,-0.069768567,-0.253860795,2.61
0.473451495,0.337945626,-0.035053416,2.65
0.31101482,0.260674551,0.067952484,2.68
0.051567153,0.101531685,0.184947346,2.67
0.384225877,-0.114463372,-0.176127171,2.65
-0.156510357,-0.472647876,-0.154268063,2.49
0.010018167,0.104407368,0.179726473,2.4
0.001650372,0.109700132,0.180126508,2.39
-0.528741451,0.373896506,-0.19539467,2.3
-0.474142963,0.395031345,-0.224549897,2.01
-0.498171437,0.299257251,-0.225076664,1.88
-0.140425785,4.16E-05,-0.285728395,1.99
0.231878046,-0.244757252,-0.292551701,2.03
0.523737359,0.107051003,-0.218491691,2.13
0.510778963,0.295722452,-0.055394172,2.12
0.364182849,0.033638541,-0.052976031,2.13
0.41082901,-0.158951254,-0.139633057,2.14
-0.102481593,-0.371165297,-0.182016308,2.12
-0.372819379,-0.290774932,-0.148999517,2.08
-0.5798093,0.261883574,-0.260546947,2.08
-0.561816094,0.359292421,-0.167896837,1.79
-0.504682293,0.323134983,-0.172769842,1.84
-0.316538969,-0.068649373,-0.038225993,1.85
-0.066127252,-0.180046616,-0.144749372,1.77
0.24308088,-0.216052632,-0.139316323,1.81
0.41881321,0.183793321,-0.034695978,1.95
0.616168843,0.323787845,-0.108199712,1.97
0.525152703,0.299244724,-0.136713004,2.03
-0.387751564,-0.283041344,-0.185134437,2.2
-0.500214749,0.244596207,-0.139049277,1.89
-0.45574395,0.338114641,-0.171726729,1.66
0.051100246,0.116029733,0.192643858,1.54
-0.436414803,0.0046953,-0.19223229,1.64
-0.050847373,-0.020330511,-0.243707609,1.8
0.299734048,-0.069831914,-0.281557666,1.92
0.439324578,0.376477692,0.053742634,2.03
0.460255784,0.37990662,-0.007267431,1.97
0.591732868,0.230809747,-0.187528893,2
0.42244852,-0.060092909,-0.25791741,2
-0.109584735,-0.48325057,-0.099958792,1.92
-0.408654461,-0.324653045,-0.201632462,1.86
-0.569901631,0.184782099,-0.263676397,1.83
-0.56476437,0.388171723,-0.174717018,1.95
-0.485266195,0.434881885,-0.182758721,1.99
-0.445945919,0.13098609,-0.303797449,1.94
-0.083771396,-0.323984157,-0.376302038,1.85
0.143295156,-0.332769517,-0.374686039,1.91
0.458653871,0.133579863,-0.225531628,2.06
0.520981642,0.051246254,-0.215729841,2.01
0.425732248,0.033769265,-0.070490658,1.98
0.488896833,-0.080944443,-0.223434528,1.98
0.06433174,-0.27875716,-0.165399989,1.96
-0.304546584,-0.248030578,-0.256225387,2
-0.59125099,0.244024372,-0.199678362,2.05
-0.558179203,0.304687729,-0.195423257,2.24
-0.500787781,0.423194564,-0.193180834,2.47
-0.440372431,0.216531341,-0.235969957,2.5
-0.12323487,-0.112288905,-0.366045748,2.36
0.277598079,-0.055282233,-0.264110298,2.33
0.533463316,0.081744989,-0.247440453,2.37
0.50318566,0.257345026,-0.035355569,2.37
0.613365726,0.25046552,-0.156349609,2.35
0.329838796,-0.205055698,-0.30688118,2.36
-0.107546913,-0.53915771,-0.21037308,2.4
-0.359003396,-0.233338075,-0.191655622,2.43
-0.522668532,0.135417254,-0.221591751,2.39
-0.543663187,0.380822613,-0.164196881,2.2
-0.4672424,0.399143621,-0.131184982,2.16
-0.363704898,0.087895973,-0.266318507,2.18
-0.175265951,-0.195190791,-0.321388337,2.13
0.304942467,-0.128687892,-0.351956934,2.21
0.523559272,0.036731469,-0.196348947,2.34
0.61510277,0.294289283,-0.124809943,2.37
0.568984868,0.240189959,-0.180265571,2.65
0.257939025,-0.274191069,-0.22713632,2.77
-0.004383381,-0.378269649,-0.064181092,2.97
-0.392582487,-0.03140355,-0.174607196,2.93
-0.602885962,0.23056076,-0.242508959,2.87
-0.489407332,0.401971504,-0.17526896,2.49
-0.518957964,0.373968526,-0.192807701,2.35
-0.279343476,0.15001704,-0.119271918,2.2
-0.150268439,-0.193099298,-0.336816311,2.22
0.241194041,-0.095605906,-0.334695431,2.08
0.628304859,0.14278628,-0.249549858,2.17
0.440154143,0.251800867,-0.058420742,2.23
0.452077471,0.21506248,-0.219584845,2.02
0.273336762,-0.35691802,-0.259479369,2.09
-0.087811844,-0.365019706,-0.003345589,2.09
-0.28520389,-0.378090744,-0.094531802,2.05
-0.509917039,0.07878215,-0.084686344,2.12
-0.578971298,0.293063957,-0.158063086,2.23
-0.573901695,0.379621359,-0.197359663,2.03
-0.487820662,0.059371133,-0.27592934,1.92
-0.201013729,-0.078233495,-0.287304791,1.83
0.301548885,-0.373821777,-0.257634317,1.87
0.426167897,0.380427796,0.022244028,2.01
0.497956332,0.093868452,-0.231292162,2.06
0.466280238,0.012324853,-0.110264187,2.08
0.253160866,-0.331661822,-0.328286463,2.12
-0.154800339,-0.506072378,-0.12187899,2.2
-0.41927929,-0.227752094,-0.161930167,2.26
-0.516016694,0.031518559,-0.054840839,2.28
-0.433778299,0.207026561,-0.120979536,2.28
-0.560534864,0.398342466,-0.196755856,2.15
-0.493892594,0.163698956,-0.245491642,2.21
-0.111203438,-0.372197477,-0.202008308,2.62
0.302530078,-0.152940364,-0.393468999,3.02
0.547613335,0.110966669,-0.249878931,3
0.60211568,0.298841161,-0.14216908,3.01
0.57752078,0.263710174,-0.075392799,3.44
0.203712267,-0.384267107,-0.247136046,3.52
-0.036492168,-0.51550209,-0.083913153,3.48
-0.294786263,-0.33985712,-0.070312888,3.52
-0.583146613,0.069174172,-0.128628806,3.64
-0.516322816,0.318329571,-0.020423884,3.32
-0.60615493,0.32391756,-0.121952107,3.16
-0.405142987,-0.063788467,-0.015240988,3.21
-0.175274725,-0.328266442,-0.265321866,3.31
0.220332651,-0.314682831,-0.246671655,3.53
0.409133008,0.255550699,-0.071988658,3.73
0.538470862,0.212331176,-0.095827127,3.88
0.547986404,0.318591681,-0.096179869,4.58
0.351786813,-0.310602613,-0.321548686,4.69
0.018648909,-0.496442344,-0.226611553,5.15
-0.251655317,-0.407617775,-0.025793444,5.25
-0.399586611,-0.024628888,-0.024549624,5.71
-0.573872841,0.262547268,-0.122663839,5.43
-0.545645145,0.317996133,-0.188372118,5.17
-0.471476533,0.226051615,-0.24081003,4.99
-0.042291211,-0.306155089,-0.22247568,4.29
0.40831046,-0.066793878,-0.280151905,4.11
0.465598095,0.298931003,-0.023202159,4.09
0.549665895,0.372688663,-0.031457061,4.34
0.610683896,0.140341911,-0.201909041,3.75
0.278665405,-0.350208391,-0.198826468,3.74
-0.06944322,-0.560080859,-0.230777816,3.81
-0.385311093,-0.342605647,-0.233158678,3.95
-0.473159703,0.116519349,-0.090441489,4.01
-0.58273847,0.279532092,-0.194366618,3.56
-0.523888731,0.335492883,-0.219721054,3.32
-0.379598162,0.201381761,-0.259284984,3.27
-0.103416696,-0.134914133,-0.294564783,3.59
0.133897977,-0.165041438,-0.345491348,3.55
0.594275594,0.277768752,-0.140205335,3.57
0.543546657,0.400388099,-0.040320927,3.63
0.462608475,0.337427817,-0.04459242,3.48
0.128062037,-0.359092359,-0.287110816,3.53
-0.104611652,-0.496624906,-0.124920388,3.42
-0.379533835,-0.303884469,-0.166319298,3.49
-0.416848599,0.255052031,-0.062291986,3.41
-0.566762209,0.353471689,-0.148198179,3.51
-0.585697422,0.361362207,-0.173043574,3.73
-0.543211608,-0.088336553,-0.20301204,4.05
-0.133387098,-0.385876855,-0.073239283,4.51
0.224651098,-0.33077356,-0.354421933,4.62
0.528794172,0.390332891,-0.052232418,4.84
0.466668413,0.373758137,0.012017901,4.94
0.443046669,0.157053162,-0.068359864,5.86
0.226443523,-0.427013963,-0.243063496,5.73
-0.094183554,-0.385500627,-0.069603071,6.68
-0.25410428,-0.287916714,-0.16311482,6.65
-0.424520993,0.008900097,-0.094373049,6.56
-0.536034997,0.428866556,-0.129181583,6.56
-0.492128696,0.382670997,-0.120561144,6.96
-0.438941246,-0.053889297,-0.291876763,6.1
-0.216207795,-0.322643955,-0.261573174,5.84
0.261371651,-0.399544387,-0.296090039,5.9
0.498024886,0.047870768,-0.306339919,5.92
0.633439633,0.130662817,-0.218655376,6.12
0.507941349,-0.081793991,-0.275583359,6.37
0.11836391,-0.491098352,-0.251788053,6.48
-0.133090153,-0.552433107,-0.100183942,6.44
-0.37670182,-0.282437286,-0.053873491,6.39
-0.400054543,-0.042109992,0.034078309,6.43
-0.512334602,0.188407896,0.000418778,7.3
-0.5322062,0.121709601,-0.13483129,7.58
-0.483994492,-0.10389555,-0.25029146,6.84
-0.13372853,-0.485486698,-0.238064685,6.84
0.32426988,-0.095490684,-0.251509872,7.07
0.447503948,0.073971739,-0.259959303,6.73
0.615546094,0.113389563,-0.237726931,6.87
0.605925518,0.264095856,-0.155664154,7.05
0.55827237,0.044303902,-0.245224123,7.14
0.013657533,-0.563211449,-0.199756596,6.89
-0.323988821,-0.327950388,-0.121674839,6.91
-0.505094055,0.088986385,-0.104475782,6.96
-0.546944143,0.290174071,-0.132355412,6.73
-0.510579746,0.369601684,-0.13562661,6.09
-0.508691088,0.075659295,-0.178481007,5.25
-0.257357127,-0.250970736,-0.305780113,4.49
0.358120933,-0.17150483,-0.204140724,4.5
0.58275257,0.325653782,-0.120209993,4.58
0.417406686,0.253067332,0.030522549,4.47
0.543376844,0.270031841,-0.056456882,4.36
0.497986808,-0.098944736,-0.198279002,4.56
-0.081330564,-0.517389862,-0.010478707,4.84
-0.298211967,-0.330824351,0.041062117,4.77
-0.441235263,0.091746203,-0.060393775,4.68
-0.583245749,0.240981906,-0.176455594,4.12
-0.551100412,0.337712309,-0.112803044,3.74
-0.52867523,0.116718025,-0.215298127,3.51
-0.202054833,-0.3642885,-0.287327551,3.58
0.508227908,-0.103353282,-0.254519326,3.63
0.498180522,0.254639935,-0.164394094,3.81
0.527295547,0.341683264,-0.039548868,3.82
0.458231403,0.286354505,0.017709317,3.78
0.382328557,-0.151463279,-0.221871764,3.79
-0.127488513,-0.575470887,-0.105812207,3.71
-0.320552876,-0.294127815,-0.156283666,3.62
-0.311632586,0.132192109,-0.011373321,3.65
-0.57003532,0.348508482,-0.12097074,3.85
-0.594861461,0.342682657,-0.151487156,3.63
-0.582109764,0.116928933,-0.16495112,3.69
-0.094909793,-0.403874766,-0.213550668,3.7
0.243180618,-0.352152951,-0.28793039,3.7
0.341511268,-0.036678104,-0.195252468,3.79
0.602938353,0.268730562,-0.135430912,3.73
0.543086811,-0.031553395,-0.224818343,3.63
0.12097522,-0.426373894,-0.287571875,3.67
-0.066421738,-0.542773692,-0.128340498,3.67
-0.408242459,-0.236882882,-0.116612147,3.82
-0.549184047,0.087732671,-0.057711934,3.92
-0.447949897,0.338171539,-0.07653188,3.63
-0.446824675,0.403077804,-0.081438668,3.17
-0.542762647,0.11206594,-0.224888888,3.27
-0.296152471,-0.224631645,-0.335441226,3.3
0.182147787,-0.209062226,-0.354244561,3.32
0.612951035,0.30197757,-0.12550553,3.47